599;66;249;1695036088022;world
604;68;244;1695035474185;world
601;70;249;1695036104127;world
599;66;244;1695035492773;world
603;74;249;1695048854958;world
597;70;249;1695048732997;world
599;74;248;1695048850554;world
603;74;244;1695048861503;world
604;68;238;1695035437723;world
599;74;249;1695048848096;world
599;66;238;1695035385574;world
597;70;244;1695035503379;world
593;70;248;1695048736453;world
599;74;246;1695048849514;world
596;68;244;1695035664679;world
593;70;249;1695048739246;world
599;74;247;1695048850002;world
604;76;244;1695049263300;world
601;70;238;1695035440123;world
593;70;246;1695048735700;world
599;74;244;1695048843810;world
593;70;247;1695048736109;world
599;74;245;1695048849053;world
593;70;244;1695035487977;world
603;74;238;1695048870963;world
599;74;242;1695048897801;world
593;70;245;1695048734948;world
599;74;243;1695048897447;world
597;70;238;1695035430421;world
593;70;242;1695035484826;world
595;74;244;1695048887295;world
599;74;240;1695048899100;world
593;70;243;1695035487576;world
599;74;241;1695048897999;world
593;70;240;1695035483883;world
599;74;238;1695048871860;world
593;70;241;1695035484174;world
599;74;239;1695048899700;world
593;70;238;1695035363771;world
593;70;239;1695035483423;world
595;74;238;1695048876003;world
593;78;244;1695053429452;world
604;67;249;1695036090071;world
604;67;244;1695035473671;world
604;67;238;1695035437318;world
599;73;249;1695048847400;world
596;67;244;1695035664225;world
604;75;244;1695049262948;world
599;73;244;1695048843262;world
602;79;244;1695053435852;world
593;69;244;1695035487020;world
598;79;244;1695053434603;world
599;73;238;1695048879456;world
593;69;238;1695035363067;world
594;79;244;1695053433018;world
593;77;244;1695053429008;world
604;66;249;1695036089622;world
604;70;249;1695036095173;world
604;70;247;1695036093870;world
604;70;248;1695036094276;world
604;70;245;1695036093026;world
600;70;249;1695036103820;world
604;70;246;1695036093471;world
599;68;249;1695036098169;world
604;70;243;1695035478624;world
602;74;249;1695048854602;world
604;70;244;1695035963529;world
604;70;241;1695035477824;world
599;68;244;1695035499383;world
596;70;249;1695048733360;world
604;70;242;1695035478169;world
604;70;239;1695035477075;world
604;70;240;1695035477481;world
604;70;238;1695035439022;world
602;74;244;1695048861100;world
599;68;238;1695035427221;world
596;70;244;1695035502929;world
604;78;244;1695049264096;world
599;76;244;1695053672415;world
600;70;238;1695035439830;world
598;74;244;1695048886172;world
593;72;244;1695048889504;world
602;74;238;1695048871201;world
596;70;238;1695035430021;world
594;74;244;1695048887898;world
598;74;238;1695048872074;world
593;72;238;1695048873979;world
594;74;238;1695048876445;world
604;69;249;1695036090919;world
599;67;249;1695036097020;world
604;69;244;1695035480020;world
599;67;244;1695035499024;world
604;69;238;1695035438072;world
596;69;244;1695035666070;world
604;77;244;1695049263749;world
599;67;238;1695035426773;world
599;75;244;1695053672113;world
593;71;244;1695048889104;world
601;79;244;1695053435360;world
597;79;244;1695053434261;world
593;71;238;1695048873477;world
593;79;244;1695053430207;world
604;68;249;1695036090420;world
604;72;249;1695048852898;world
603;70;249;1695036104920;world
599;70;248;1695036100320;world
599;70;249;1695036102425;world
599;70;246;1695036099673;world
599;70;247;1695036100030;world
601;74;249;1695048854256;world
604;72;244;1695048858163;world
599;70;244;1695035500324;world
599;70;245;1695036099374;world
595;70;249;1695048733647;world
603;70;238;1695035440975;world
593;66;244;1695035458069;world
601;74;244;1695048860717;world
595;70;244;1695035502377;world
604;72;238;1695048866301;world
599;70;238;1695035432121;world
597;74;244;1695048886647;world
593;66;238;1695035361521;world
601;74;238;1695048871460;world
599;78;244;1695053674203;world
595;70;238;1695035429628;world
593;74;244;1695048890800;world
597;74;238;1695048872302;world
593;74;242;1695049147606;world
593;74;243;1695049148461;world
593;74;240;1695049146748;world
593;74;241;1695049147098;world
593;74;238;1695048875301;world
593;74;239;1695049146399;world
604;71;249;1695048852601;world
599;69;249;1695036101019;world
604;71;244;1695048857699;world
599;69;244;1695035499830;world
604;71;238;1695048865954;world
604;79;244;1695049264553;world
599;69;238;1695035431720;world
600;79;244;1695053435102;world
599;77;244;1695053672818;world
593;73;244;1695048890196;world
596;79;244;1695053433758;world
593;73;238;1695048874401;world
602;70;249;1695036104518;world
604;66;244;1695035462232;world
604;74;249;1695048856302;world
598;70;249;1695048732653;world
604;74;247;1695048906256;world
604;74;248;1695048906848;world
600;74;249;1695048853900;world
604;74;245;1695048905595;world
604;66;238;1695035394120;world
599;72;249;1695048847096;world
604;74;246;1695048905951;world
594;70;249;1695048733997;world
604;74;243;1695048863459;world
596;66;244;1695035663819;world
604;74;244;1695048859257;world
599;72;244;1695048842801;world
604;74;241;1695048864051;world
598;70;244;1695035504224;world
604;74;242;1695048863800;world
593;68;244;1695035486667;world
604;74;239;1695048867903;world
602;70;238;1695035440569;world
600;74;244;1695048860397;world
604;74;240;1695048864294;world
594;70;244;1695035502071;world
604;74;238;1695048867396;world
599;72;238;1695048879048;world
598;70;238;1695035431224;world
596;74;244;1695048886943;world
593;68;238;1695035362474;world
600;74;238;1695048871653;world
593;76;244;1695053428508;world
594;70;238;1695035429186;world
596;74;238;1695048872548;world
604;73;249;1695048855604;world
599;71;249;1695048845571;world
604;73;244;1695048858746;world
599;71;244;1695048842410;world
604;73;238;1695048866873;world
593;67;244;1695035486185;world
603;79;244;1695053436409;world
599;71;238;1695048878677;world
593;67;238;1695035361969;world
599;79;244;1695053434878;world
593;75;244;1695053428151;world
595;79;244;1695053433402;world
